X-location Z-location Resistivity
        3.750         0.000      12.2140
        6.250         0.000      20.3610
        8.750         0.000      18.1150
       11.250         0.000      34.2280
       13.750         0.000      30.3430
       16.250         0.000     168.0400
       18.750         0.000      82.6250
       21.250         0.000     500.3800
       23.750         0.000     413.4100
       26.250         0.000    1080.5000
       28.750         0.000     718.0100
       31.250         0.000    1255.5000
       33.750         0.000     209.1500
       36.250         0.000     619.2800
       38.750         0.000      55.6000
       41.250         0.000     561.6000
       43.750         0.000     177.8100
       46.250         0.000     262.4200
       48.750         0.000      50.6870
       51.250         0.000     194.0100
       53.750         0.000      29.0340
       56.250         0.000     333.3100
       58.750         0.000      71.9900
       61.250         0.000     626.7200
       63.750         0.000      42.4720
       66.250         0.000     768.9600
       68.750         0.000     222.8100
       71.250         0.000    1238.1000
       73.750         0.000     254.3500
       76.250         0.000    1871.0000
       78.750         0.000     280.6600
       81.250         0.000    2950.8999
       83.750         0.000      64.7360
       86.250         0.000     497.3600
       88.750         0.000      86.2840
       91.250         0.000    1797.2000
       93.750         0.000     575.4300
       96.250         0.000    5311.2002
       98.750         0.000     128.1700
      101.250         0.000     272.2700
      103.750         0.000     111.1200
      106.250         0.000     158.7700
      108.750         0.000     124.7900
      111.250         0.000     172.3000
      113.750         0.000      14.0580
      116.250         0.000     184.6900
      118.750         0.000      11.9880
      121.250         0.000     196.1900
      123.750         0.000      14.4940
      126.250         0.000     500.3300
      128.750         0.000      20.0590
      131.250         0.000    1411.3000
      133.750         0.000      26.3870
      136.250         0.000    1515.9000
      138.750         0.000      16.3580
      141.250         0.000    1525.7000
      143.750         0.000      17.3050
      146.250         0.000     957.4000
      148.750         0.000      14.3880
      151.250         0.000     831.0000
      153.750         0.000      18.0560
      156.250         0.000    1582.2000
      158.750         0.000      13.1730
      161.250         0.000     301.1900
      163.750         0.000     319.4600
      166.250         0.000       6.2025
      168.750         0.000     572.8200
      171.250         0.000       5.2688
      173.750         0.000     726.4300
      176.250         0.000       4.3565
      178.750         0.000     368.5900
      181.250         0.000       4.5198
      183.750         0.000     475.5800
      186.250         0.000       7.6302
      188.750         0.000     459.4000
      191.250         0.000       7.8267
      193.750         0.000     359.7000
      196.250         0.000       7.4017
      198.750         0.000     225.4200
      201.250         0.000       7.5094
      203.750         0.000     117.6100
      206.250         0.000      10.9950
      208.750         0.000     121.0500
      211.250         0.000       9.5569
      213.750         0.000      80.8720
      216.250         0.000       8.4339
      218.750         0.000     161.6400
      221.250         0.000     185.3700
      223.750         0.000     852.9900
      226.250         0.000    1297.6000
      228.750         0.000    5796.7002
      231.250         0.000    3936.6001
        3.750        -0.312      12.2140
        6.250        -0.312      20.3610
        8.750        -0.312      18.1150
       11.250        -0.312      34.2280
       13.750        -0.312      30.3430
       16.250        -0.312     168.0400
       18.750        -0.312      82.6250
       21.250        -0.312     500.3800
       23.750        -0.312     413.4100
       26.250        -0.312    1080.5000
       28.750        -0.312     718.0100
       31.250        -0.312    1255.5000
       33.750        -0.312     209.1500
       36.250        -0.312     619.2800
       38.750        -0.312      55.6000
       41.250        -0.312     561.6000
       43.750        -0.312     177.8100
       46.250        -0.312     262.4200
       48.750        -0.312      50.6870
       51.250        -0.312     194.0100
       53.750        -0.312      29.0340
       56.250        -0.312     333.3100
       58.750        -0.312      71.9900
       61.250        -0.312     626.7200
       63.750        -0.312      42.4720
       66.250        -0.312     768.9600
       68.750        -0.312     222.8100
       71.250        -0.312    1238.1000
       73.750        -0.312     254.3500
       76.250        -0.312    1871.0000
       78.750        -0.312     280.6600
       81.250        -0.312    2950.8999
       83.750        -0.312      64.7360
       86.250        -0.312     497.3600
       88.750        -0.312      86.2840
       91.250        -0.312    1797.2000
       93.750        -0.312     575.4300
       96.250        -0.312    5311.2002
       98.750        -0.312     128.1700
      101.250        -0.312     272.2700
      103.750        -0.312     111.1200
      106.250        -0.312     158.7700
      108.750        -0.312     124.7900
      111.250        -0.312     172.3000
      113.750        -0.312      14.0580
      116.250        -0.312     184.6900
      118.750        -0.312      11.9880
      121.250        -0.312     196.1900
      123.750        -0.312      14.4940
      126.250        -0.312     500.3300
      128.750        -0.312      20.0590
      131.250        -0.312    1411.3000
      133.750        -0.312      26.3870
      136.250        -0.312    1515.9000
      138.750        -0.312      16.3580
      141.250        -0.312    1525.7000
      143.750        -0.312      17.3050
      146.250        -0.312     957.4000
      148.750        -0.312      14.3880
      151.250        -0.312     831.0000
      153.750        -0.312      18.0560
      156.250        -0.312    1582.2000
      158.750        -0.312      13.1730
      161.250        -0.312     301.1900
      163.750        -0.312     319.4600
      166.250        -0.312       6.2025
      168.750        -0.312     572.8200
      171.250        -0.312       5.2688
      173.750        -0.312     726.4300
      176.250        -0.312       4.3565
      178.750        -0.312     368.5900
      181.250        -0.312       4.5198
      183.750        -0.312     475.5800
      186.250        -0.312       7.6302
      188.750        -0.312     459.4000
      191.250        -0.312       7.8267
      193.750        -0.312     359.7000
      196.250        -0.312       7.4017
      198.750        -0.312     225.4200
      201.250        -0.312       7.5094
      203.750        -0.312     117.6100
      206.250        -0.312      10.9950
      208.750        -0.312     121.0500
      211.250        -0.312       9.5569
      213.750        -0.312      80.8720
      216.250        -0.312       8.4339
      218.750        -0.312     161.6400
      221.250        -0.312     185.3700
      223.750        -0.312     852.9900
      226.250        -0.312    1297.6000
      228.750        -0.312    5796.7002
      231.250        -0.312    3936.6001
        3.750        -0.625      12.2140
        6.250        -0.625      20.3610
        8.750        -0.625      18.1150
       11.250        -0.625      34.2280
       13.750        -0.625      30.3430
       16.250        -0.625     168.0400
       18.750        -0.625      82.6250
       21.250        -0.625     500.3800
       23.750        -0.625     413.4100
       26.250        -0.625    1080.5000
       28.750        -0.625     718.0100
       31.250        -0.625    1255.5000
       33.750        -0.625     209.1500
       36.250        -0.625     619.2800
       38.750        -0.625      55.6000
       41.250        -0.625     561.6000
       43.750        -0.625     177.8100
       46.250        -0.625     262.4200
       48.750        -0.625      50.6870
